,Unnamed: 0,time,lat,lon,spei
31568220,123307770,1940-08-16,40.25,105.25,1.6061032
31634609,123566970,1940-09-16,40.25,105.25,0.014771479
31701042,123826170,1940-10-16,40.25,105.25,-0.8182696999999999
31767470,124085370,1940-11-16,40.25,105.25,1.7525842
31833873,124344570,1940-12-16,40.25,105.25,-1.9288218
31900166,124603770,1941-01-16,40.25,105.25,1.0954245
31966487,124862970,1941-02-15,40.25,105.25,0.32838735
32032777,125122170,1941-03-16,40.25,105.25,0.031439703
32099124,125381370,1941-04-16,40.25,105.25,-1.4779667
32165531,125640570,1941-05-16,40.25,105.25,-1.5808538
32231942,125899770,1941-06-16,40.25,105.25,-0.5841847
32298365,126158970,1941-07-16,40.25,105.25,-0.2355781
32364795,126418170,1941-08-16,40.25,105.25,-1.853994
32431220,126677370,1941-09-16,40.25,105.25,-0.24309774
32497652,126936570,1941-10-16,40.25,105.25,-1.7937799
32564080,127195770,1941-11-16,40.25,105.25,-0.76251185
32630483,127454970,1941-12-16,40.25,105.25,-1.0517459999999998
32696791,127714170,1942-01-16,40.25,105.25,-1.1175531
32763111,127973370,1942-02-15,40.25,105.25,1.0019507
32829399,128232570,1942-03-16,40.25,105.25,-0.035020422
32895750,128491770,1942-04-16,40.25,105.25,-0.7281983
32962169,128750970,1942-05-16,40.25,105.25,0.80131084
33028554,129010170,1942-06-16,40.25,105.25,-1.8575947
33094976,129269370,1942-07-16,40.25,105.25,0.5762368
33161331,129528570,1942-08-16,40.25,105.25,-0.5408516
33227769,129787770,1942-09-16,40.25,105.25,-0.094118476
33294202,130046970,1942-10-16,40.25,105.25,0.8296107
33360627,130306170,1942-11-16,40.25,105.25,-1.3826956
33427031,130565370,1942-12-16,40.25,105.25,0.019844448
33493340,130824570,1943-01-16,40.25,105.25,-0.30975777
33559665,131083770,1943-02-15,40.25,105.25,-0.8811704
33625957,131342970,1943-03-16,40.25,105.25,1.9375082
33692308,131602170,1943-04-16,40.25,105.25,-0.54388666
33758737,131861370,1943-05-16,40.25,105.25,0.9748897
33825143,132120570,1943-06-16,40.25,105.25,2.2496097
33891570,132379770,1943-07-16,40.25,105.25,0.7850086
33958023,132638970,1943-08-16,40.25,105.25,0.94529533
34024415,132898170,1943-09-16,40.25,105.25,0.19860905
34090845,133157370,1943-10-16,40.25,105.25,-1.0705937
34157271,133416570,1943-11-16,40.25,105.25,-0.36643952
34223673,133675770,1943-12-16,40.25,105.25,0.019844448
34289960,133934970,1944-01-16,40.25,105.25,1.221367
34356285,134194170,1944-02-15,40.25,105.25,1.0019507
34422577,134453370,1944-03-16,40.25,105.25,-0.3918065
34488926,134712570,1944-04-16,40.25,105.25,-0.6043638000000001
34555355,134971770,1944-05-16,40.25,105.25,-1.5253761
34621776,135230970,1944-06-16,40.25,105.25,0.5800203
34688122,135490170,1944-07-16,40.25,105.25,0.0387822
34754534,135749370,1944-08-16,40.25,105.25,0.20686467
34820971,136008570,1944-09-16,40.25,105.25,-0.27868286
34887399,136267770,1944-10-16,40.25,105.25,-0.96148473
34953825,136526970,1944-11-16,40.25,105.25,0.47512898
35020229,136786170,1944-12-16,40.25,105.25,1.0692378
35086536,137045370,1945-01-16,40.25,105.25,1.0954245
35152861,137304570,1945-02-15,40.25,105.25,2.253819
35219144,137563770,1945-03-16,40.25,105.25,-0.7054914000000001
35285494,137822970,1945-04-16,40.25,105.25,-1.0882758999999995
35351912,138082170,1945-05-16,40.25,105.25,-0.07885417
35418318,138341370,1945-06-16,40.25,105.25,0.25258726
35484743,138600570,1945-07-16,40.25,105.25,-0.36961508
35551035,138859770,1945-08-16,40.25,105.25,1.4957072
35617450,139118970,1945-09-16,40.25,105.25,0.5551948
35683883,139378170,1945-10-16,40.25,105.25,1.8985713
35750308,139637370,1945-11-16,40.25,105.25,-0.1940002
35816711,139896570,1945-12-16,40.25,105.25,-1.0517459999999998
35883020,140155770,1946-01-16,40.25,105.25,-1.3673708
35949345,140414970,1946-02-15,40.25,105.25,-1.3471518
36015632,140674170,1946-03-16,40.25,105.25,0.92819977
36081983,140933370,1946-04-16,40.25,105.25,-0.9872351
36148412,141192570,1946-05-16,40.25,105.25,-0.3389857
36214816,141451770,1946-06-16,40.25,105.25,1.5487864
36281204,141710970,1946-07-16,40.25,105.25,0.40214682
36347639,141970170,1946-08-16,40.25,105.25,-1.0765679
36414063,142229370,1946-09-16,40.25,105.25,-2.0322266
36480482,142488570,1946-10-16,40.25,105.25,-0.9976979
36546909,142747770,1946-11-16,40.25,105.25,-0.76251185
36613312,143006970,1946-12-16,40.25,105.25,1.0692378
36679618,143266170,1947-01-16,40.25,105.25,-0.68040067
36745877,143525370,1947-02-15,40.25,105.25,0.32838735
36812164,143784570,1947-03-16,40.25,105.25,-1.0424004999999998
36878497,144043770,1947-04-16,40.25,105.25,0.10463426
36944926,144302970,1947-05-16,40.25,105.25,-0.9410492
37011347,144562170,1947-06-16,40.25,105.25,0.29732859999999994
37077744,144821370,1947-07-16,40.25,105.25,-1.1508373
37144119,145080570,1947-08-16,40.25,105.25,1.3580853000000002
37210544,145339770,1947-09-16,40.25,105.25,2.055272
37276977,145598970,1947-10-16,40.25,105.25,1.8985713
37343405,145858170,1947-11-16,40.25,105.25,-0.11339242
37409786,146117370,1947-12-16,40.25,105.25,1.0692378
37476094,146376570,1948-01-16,40.25,105.25,1.0266914
37542418,146635770,1948-02-15,40.25,105.25,0.32838735
37608707,146894970,1948-03-16,40.25,105.25,1.5023941
37675052,147154170,1948-04-16,40.25,105.25,-0.3117547
37741474,147413370,1948-05-16,40.25,105.25,-0.91760004
37807888,147672570,1948-06-16,40.25,105.25,-0.4111806
37874259,147931770,1948-07-16,40.25,105.25,0.7400726
37940636,148190970,1948-08-16,40.25,105.25,0.8516089
38007072,148450170,1948-09-16,40.25,105.25,-0.7828084
38073504,148709370,1948-10-16,40.25,105.25,-0.3410414
38139927,148968570,1948-11-16,40.25,105.25,1.2472287
38206329,149227770,1948-12-16,40.25,105.25,-1.0517459999999998
38272629,149486970,1949-01-16,40.25,105.25,0.14560637
38338953,149746170,1949-02-15,40.25,105.25,-0.31788698
38405227,150005370,1949-03-16,40.25,105.25,0.79857475
38471560,150264570,1949-04-16,40.25,105.25,-0.7597519
38537973,150523770,1949-05-16,40.25,105.25,0.6649614
38604378,150782970,1949-06-16,40.25,105.25,-0.5667603
38670751,151042170,1949-07-16,40.25,105.25,0.9254257
38737177,151301370,1949-08-16,40.25,105.25,-0.95377105
38803613,151560570,1949-09-16,40.25,105.25,0.7387538
38870044,151819770,1949-10-16,40.25,105.25,0.766278
38936467,152078970,1949-11-16,40.25,105.25,-0.27828220000000004
39002870,152338170,1949-12-16,40.25,105.25,1.9028714
39069174,152597370,1950-01-16,40.25,105.25,-0.68040067
39135495,152856570,1950-02-15,40.25,105.25,1.0019507
39201784,153115770,1950-03-16,40.25,105.25,-0.78760505
39268132,153374970,1950-04-16,40.25,105.25,-0.36830682
39334552,153634170,1950-05-16,40.25,105.25,1.4170979
39400957,153893370,1950-06-16,40.25,105.25,1.1389534
39467371,154152570,1950-07-16,40.25,105.25,0.27164218
39533814,154411770,1950-08-16,40.25,105.25,-1.1727657
39600217,154670970,1950-09-16,40.25,105.25,-0.46343863
39666649,154930170,1950-10-16,40.25,105.25,-0.4397697
39733077,155189370,1950-11-16,40.25,105.25,-0.45868865
39799471,155448570,1950-12-16,40.25,105.25,1.0692378
39865741,155707770,1951-01-16,40.25,105.25,-0.8896801999999999
39931961,155966970,1951-02-15,40.25,105.25,2.253819
39998253,156226170,1951-03-16,40.25,105.25,-0.46795148
40064559,156485370,1951-04-16,40.25,105.25,-0.3117547
40130988,156744570,1951-05-16,40.25,105.25,-0.24303372
40197401,157003770,1951-06-16,40.25,105.25,-1.69867
40263747,157262970,1951-07-16,40.25,105.25,0.618158
40330187,157522170,1951-08-16,40.25,105.25,-1.2972437
40396605,157781370,1951-09-16,40.25,105.25,0.8964465
40462989,158040570,1951-10-16,40.25,105.25,0.49013707
40529377,158299770,1951-11-16,40.25,105.25,-0.36643952
40595775,158558970,1951-12-16,40.25,105.25,0.019844448
40661898,158818170,1952-01-16,40.25,105.25,-1.1175531
40728222,159077370,1952-02-15,40.25,105.25,1.6481715
40794508,159336570,1952-03-16,40.25,105.25,-0.6248246999999999
40860856,159595770,1952-04-16,40.25,105.25,0.1988069
40927227,159854970,1952-05-16,40.25,105.25,1.2034614
40993614,160114170,1952-06-16,40.25,105.25,0.5393695
41060032,160373370,1952-07-16,40.25,105.25,1.181792
41126412,160632570,1952-08-16,40.25,105.25,0.4178534
41192750,160891770,1952-09-16,40.25,105.25,-0.54053617
41259078,161150970,1952-10-16,40.25,105.25,-0.9976979
41325505,161410170,1952-11-16,40.25,105.25,1.4697582
41391906,161669370,1952-12-16,40.25,105.25,1.0692378
41458128,161928570,1953-01-16,40.25,105.25,0.39432535
41524439,162187770,1953-02-15,40.25,105.25,1.0019507
41590719,162446970,1953-03-16,40.25,105.25,-0.035020422
41657069,162706170,1953-04-16,40.25,105.25,0.47886905
41723497,162965370,1953-05-16,40.25,105.25,-0.20560771
41789906,163224570,1953-06-16,40.25,105.25,-0.37695524
41856290,163483770,1953-07-16,40.25,105.25,-0.31723183
41922739,163742970,1953-08-16,40.25,105.25,0.88881457
41989170,164002170,1953-09-16,40.25,105.25,-0.76891553
42055596,164261370,1953-10-16,40.25,105.25,0.33748114
42122023,164520570,1953-11-16,40.25,105.25,1.0982618
42188415,164779770,1953-12-16,40.25,105.25,1.0692378
42254690,165038970,1954-01-16,40.25,105.25,0.14560637
42321001,165298170,1954-02-15,40.25,105.25,0.32838735
42387259,165557370,1954-03-16,40.25,105.25,0.45140454
42453560,165816570,1954-04-16,40.25,105.25,-1.4779667
42519989,166075770,1954-05-16,40.25,105.25,-0.98839974
42586401,166334970,1954-06-16,40.25,105.25,0.49809718
42652785,166594170,1954-07-16,40.25,105.25,-0.39968115
42719239,166853370,1954-08-16,40.25,105.25,1.6007718999999998
42785667,167112570,1954-09-16,40.25,105.25,-0.51463395
42852087,167371770,1954-10-16,40.25,105.25,-0.5405424
42918485,167630970,1954-11-16,40.25,105.25,0.4200772
42984881,167890170,1954-12-16,40.25,105.25,1.9028714
43051188,168149370,1955-01-16,40.25,105.25,-0.30975777
43117507,168408570,1955-02-15,40.25,105.25,-0.8811704
43183560,168667770,1955-03-16,40.25,105.25,1.1226507
43249908,168926970,1955-04-16,40.25,105.25,0.10463426
43316333,169186170,1955-05-16,40.25,105.25,-0.24303372
43382681,169445370,1955-06-16,40.25,105.25,0.72377855
43449099,169704570,1955-07-16,40.25,105.25,-0.68126816
43515473,169963770,1955-08-16,40.25,105.25,2.2674847
43581888,170222970,1955-09-16,40.25,105.25,0.98471874
43648320,170482170,1955-10-16,40.25,105.25,1.1506625
43714696,170741370,1955-11-16,40.25,105.25,-1.1141852
43781099,171000570,1955-12-16,40.25,105.25,0.019844448
43847408,171259770,1956-01-16,40.25,105.25,0.14560637
43913649,171518970,1956-02-15,40.25,105.25,0.32838735
43979913,171778170,1956-03-16,40.25,105.25,-0.87113976
44046262,172037370,1956-04-16,40.25,105.25,1.4091146
44112687,172296570,1956-05-16,40.25,105.25,0.36573663
44179028,172555770,1956-06-16,40.25,105.25,0.72377855
44245456,172814970,1956-07-16,40.25,105.25,-1.1508373
44311895,173074170,1956-08-16,40.25,105.25,0.049759183
44378327,173333370,1956-09-16,40.25,105.25,-2.3829823
44444723,173592570,1956-10-16,40.25,105.25,-1.7147983
44511089,173851770,1956-11-16,40.25,105.25,-0.87384635
44577492,174110970,1956-12-16,40.25,105.25,0.019844448
44643750,174370170,1957-01-16,40.25,105.25,0.9535996
44710075,174629370,1957-02-15,40.25,105.25,1.0019507
44776365,174888570,1957-03-16,40.25,105.25,-1.4018035
44842657,175147770,1957-04-16,40.25,105.25,1.4823432
44909057,175406970,1957-05-16,40.25,105.25,-0.9646488
44975449,175666170,1957-06-16,40.25,105.25,-0.9541541
45041837,175925370,1957-07-16,40.25,105.25,-2.089148
45108290,176184570,1957-08-16,40.25,105.25,0.015117866
45174711,176443770,1957-09-16,40.25,105.25,-2.2328822999999995
45241129,176702970,1957-10-16,40.25,105.25,-1.520587
45307540,176962170,1957-11-16,40.25,105.25,-1.1141852
45373931,177221370,1957-12-16,40.25,105.25,0.019844448
45440077,177480570,1958-01-16,40.25,105.25,1.0266914
45506380,177739770,1958-02-15,40.25,105.25,-0.8811704
45572636,177998970,1958-03-16,40.25,105.25,-1.4953839
45638927,178258170,1958-04-16,40.25,105.25,-0.25619970000000003
45705319,178517370,1958-05-16,40.25,105.25,0.77943146
45771738,178776570,1958-06-16,40.25,105.25,0.9066999
45838167,179035770,1958-07-16,40.25,105.25,-1.0200228999999998
45904589,179294970,1958-08-16,40.25,105.25,2.0035071
45970997,179554170,1958-09-16,40.25,105.25,0.13903402
46037426,179813370,1958-10-16,40.25,105.25,2.0681996
46103829,180072570,1958-11-16,40.25,105.25,0.17593938
46170188,180331770,1958-12-16,40.25,105.25,-1.0517459999999998
46236493,180590970,1959-01-16,40.25,105.25,-1.1175531
46302816,180850170,1959-02-15,40.25,105.25,1.0019507
46369100,181109370,1959-03-16,40.25,105.25,0.79857475
46435450,181368570,1959-04-16,40.25,105.25,0.8883511000000001
46501875,181627770,1959-05-16,40.25,105.25,-0.3585881
46568286,181886970,1959-06-16,40.25,105.25,0.5393695
46634708,182146170,1959-07-16,40.25,105.25,2.167293
46701154,182405370,1959-08-16,40.25,105.25,0.6221777
46767563,182664570,1959-09-16,40.25,105.25,1.0734851
46833983,182923770,1959-10-16,40.25,105.25,-1.8335793
46900380,183182970,1959-11-16,40.25,105.25,-0.87384635
46966783,183442170,1959-12-16,40.25,105.25,1.0692378
47033090,183701370,1960-01-16,40.25,105.25,0.27480614
47099336,183960570,1960-02-15,40.25,105.25,-1.7302967
47165613,184219770,1960-03-16,40.25,105.25,1.0478823
47231959,184478970,1960-04-16,40.25,105.25,1.9997936
47298372,184738170,1960-05-16,40.25,105.25,-0.6693498
47364785,184997370,1960-06-16,40.25,105.25,-1.1139219
47431176,185256570,1960-07-16,40.25,105.25,-0.17676061
47497630,185515770,1960-08-16,40.25,105.25,0.48790857
47564067,185774970,1960-09-16,40.25,105.25,1.6794759
47630474,186034170,1960-10-16,40.25,105.25,-1.0340685
47696889,186293370,1960-11-16,40.25,105.25,-0.9908852
47763257,186552570,1960-12-16,40.25,105.25,1.0692378
47829543,186811770,1961-01-16,40.25,105.25,2.2116368
47895837,187070970,1961-02-15,40.25,105.25,-0.31788698
47962078,187330170,1961-03-16,40.25,105.25,0.28094673
48028348,187589370,1961-04-16,40.25,105.25,1.037919
48094776,187848570,1961-05-16,40.25,105.25,1.4953156
48161173,188107770,1961-06-16,40.25,105.25,-0.1418607
48227573,188366970,1961-07-16,40.25,105.25,0.0034620136
48294000,188626170,1961-08-16,40.25,105.25,2.3660085
48360434,188885370,1961-09-16,40.25,105.25,-1.1166997
48426844,189144570,1961-10-16,40.25,105.25,2.0141594
48493265,189403770,1961-11-16,40.25,105.25,1.7525842
48559668,189662970,1961-12-16,40.25,105.25,0.019844448
48625975,189922170,1962-01-16,40.25,105.25,-0.8896801999999999
48692242,190181370,1962-02-15,40.25,105.25,-0.31788698
48758493,190440570,1962-03-16,40.25,105.25,-0.78760505
48824800,190699770,1962-04-16,40.25,105.25,-0.20164576
48891227,190958970,1962-05-16,40.25,105.25,-1.966227
48957356,191218170,1962-06-16,40.25,105.25,-2.1406305
49023677,191477370,1962-07-16,40.25,105.25,-0.38463658
49090123,191736570,1962-08-16,40.25,105.25,-1.5065719
49156532,191995770,1962-09-16,40.25,105.25,0.76027995
49222722,192254970,1962-10-16,40.25,105.25,-1.520587
49289043,192514170,1962-11-16,40.25,105.25,0.67506427
49355446,192773370,1962-12-16,40.25,105.25,-1.0517459999999998
49421726,193032570,1963-01-16,40.25,105.25,0.39432535
49487980,193291770,1963-02-15,40.25,105.25,0.32838735
49554232,193550970,1963-03-16,40.25,105.25,1.3258693
49620544,193810170,1963-04-16,40.25,105.25,0.8883511000000001
49686960,194069370,1963-05-16,40.25,105.25,-0.71318424
49753380,194328570,1963-06-16,40.25,105.25,-1.9282408
49819794,194587770,1963-07-16,40.25,105.25,1.1348958999999998
49886237,194846970,1963-08-16,40.25,105.25,-1.7396834
49952664,195106170,1963-09-16,40.25,105.25,-1.6490846
50019080,195365370,1963-10-16,40.25,105.25,-0.64322895
50085491,195624570,1963-11-16,40.25,105.25,-0.45868865
50151862,195883770,1963-12-16,40.25,105.25,0.019844448
50218163,196142970,1964-01-16,40.25,105.25,1.652207
50284293,196402170,1964-02-15,40.25,105.25,2.8347628
50350283,196661370,1964-03-16,40.25,105.25,-0.46795148
50416628,196920570,1964-04-16,40.25,105.25,1.9120886
50483037,197179770,1964-05-16,40.25,105.25,2.4357166
50549437,197438970,1964-06-16,40.25,105.25,-0.97189164
50615779,197698170,1964-07-16,40.25,105.25,-0.7888755999999999
50682232,197957370,1964-08-16,40.25,105.25,0.7923007
50748670,198216570,1964-09-16,40.25,105.25,-1.2708203000000002
50815101,198475770,1964-10-16,40.25,105.25,0.6557791999999999
50881529,198734970,1964-11-16,40.25,105.25,-0.9908852
50947925,198994170,1964-12-16,40.25,105.25,-1.0517459999999998
51014216,199253370,1965-01-16,40.25,105.25,-1.3673708
51080500,199512570,1965-02-15,40.25,105.25,-0.8811704
51146769,199771770,1965-03-16,40.25,105.25,0.45140454
51213116,200030970,1965-04-16,40.25,105.25,2.1222208
51279528,200290170,1965-05-16,40.25,105.25,-0.98839974
51345910,200549370,1965-06-16,40.25,105.25,-1.025132
51412329,200808570,1965-07-16,40.25,105.25,-0.9198433
51478778,201067770,1965-08-16,40.25,105.25,-2.2487335
51545209,201326970,1965-09-16,40.25,105.25,-2.5196078
51611642,201586170,1965-10-16,40.25,105.25,-0.30860794
51678070,201845370,1965-11-16,40.25,105.25,1.6677966
51744470,202104570,1965-12-16,40.25,105.25,-1.0517459999999998
51810723,202363770,1966-01-16,40.25,105.25,-0.30975777
51877018,202622970,1966-02-15,40.25,105.25,-1.3471518
51942924,202882170,1966-03-16,40.25,105.25,0.22099538
52009124,203141370,1966-04-16,40.25,105.25,-1.3326001
52075413,203400570,1966-05-16,40.25,105.25,1.1116254
52141784,203659770,1966-06-16,40.25,105.25,-0.4111806
52208205,203918970,1966-07-16,40.25,105.25,-0.966087
52274613,204178170,1966-08-16,40.25,105.25,-0.08483117
52340743,204437370,1966-09-16,40.25,105.25,-2.0322266
52407172,204696570,1966-10-16,40.25,105.25,-0.37371582
52473369,204955770,1966-11-16,40.25,105.25,-1.3826956
52539688,205214970,1966-12-16,40.25,105.25,0.019844448
52605928,205474170,1967-01-16,40.25,105.25,-0.30975777
52671856,205733370,1967-02-15,40.25,105.25,-0.31788698
52738028,205992570,1967-03-16,40.25,105.25,-0.5456344
52804357,206251770,1967-04-16,40.25,105.25,1.5418271
52870783,206510970,1967-05-16,40.25,105.25,1.8883115
52937197,206770170,1967-06-16,40.25,105.25,-1.2914907
53003620,207029370,1967-07-16,40.25,105.25,0.5762368
53070031,207288570,1967-08-16,40.25,105.25,0.08406106
53136467,207547770,1967-09-16,40.25,105.25,-0.8672439000000001
53202899,207806970,1967-10-16,40.25,105.25,-1.7147983
53269310,208066170,1967-11-16,40.25,105.25,2.72437
53335653,208325370,1967-12-16,40.25,105.25,1.0692378
53401936,208584570,1968-01-16,40.25,105.25,-0.487596
53468247,208843770,1968-02-15,40.25,105.25,2.253819
53534436,209102970,1968-03-16,40.25,105.25,2.1780407000000004
53600785,209362170,1968-04-16,40.25,105.25,-1.1568388
53667205,209621370,1968-05-16,40.25,105.25,-1.8425038
53733610,209880570,1968-06-16,40.25,105.25,-1.2559917
53800036,210139770,1968-07-16,40.25,105.25,0.97207355
53866408,210398970,1968-08-16,40.25,105.25,0.29318228
53932837,210658170,1968-09-16,40.25,105.25,0.9412677
53999268,210917370,1968-10-16,40.25,105.25,2.65023
54065692,211176570,1968-11-16,40.25,105.25,0.17593938
54131901,211435770,1968-12-16,40.25,105.25,-1.0517459999999998
54198177,211694970,1969-01-16,40.25,105.25,-0.14566383
54263923,211954170,1969-02-15,40.25,105.25,1.6481715
54330073,212213370,1969-03-16,40.25,105.25,-1.2192296
54396365,212472570,1969-04-16,40.25,105.25,-0.22879739
54462745,212731770,1969-05-16,40.25,105.25,-1.5808538
54529073,212990970,1969-06-16,40.25,105.25,2.0813725
54595360,213250170,1969-07-16,40.25,105.25,-0.8504853000000001
54661779,213509370,1969-08-16,40.25,105.25,-0.49548268
54728155,213768570,1969-09-16,40.25,105.25,0.3494551
54794581,214027770,1969-10-16,40.25,105.25,1.7030678
54861000,214286970,1969-11-16,40.25,105.25,-1.1141852
54927363,214546170,1969-12-16,40.25,105.25,0.019844448
54993651,214805370,1970-01-16,40.25,105.25,-1.1175531
55059949,215064570,1970-02-15,40.25,105.25,-0.31788698
55125974,215323770,1970-03-16,40.25,105.25,-0.78760505
55192261,215582970,1970-04-16,40.25,105.25,1.7858223999999998
55258563,215842170,1970-05-16,40.25,105.25,0.2332146
55324983,216101370,1970-06-16,40.25,105.25,0.7987304000000001
55391385,216360570,1970-07-16,40.25,105.25,-1.96944
55457807,216619770,1970-08-16,40.25,105.25,0.24494216
55524229,216878970,1970-09-16,40.25,105.25,-0.3268368
55590653,217138170,1970-10-16,40.25,105.25,0.20250413
55657050,217397370,1970-11-16,40.25,105.25,-1.1141852
55723449,217656570,1970-12-16,40.25,105.25,0.019844448
55789692,217915770,1971-01-16,40.25,105.25,2.669486
55855883,218174970,1971-02-15,40.25,105.25,1.0019507
55922120,218434170,1971-03-16,40.25,105.25,1.1226507
55988440,218693370,1971-04-16,40.25,105.25,-1.4779667
56054843,218952570,1971-05-16,40.25,105.25,-0.78001255
56121214,219211770,1971-06-16,40.25,105.25,0.65946084
56187615,219470970,1971-07-16,40.25,105.25,-1.7819088
56253934,219730170,1971-08-16,40.25,105.25,-0.59305865
56320342,219989370,1971-09-16,40.25,105.25,0.3494551
56386755,220248570,1971-10-16,40.25,105.25,-0.11929712
56453159,220507770,1971-11-16,40.25,105.25,1.4697582
56519475,220766970,1971-12-16,40.25,105.25,1.9028714
56585746,221026170,1972-01-16,40.25,105.25,0.7034109000000001
56652067,221285370,1972-02-15,40.25,105.25,1.6481715
56718314,221544570,1972-03-16,40.25,105.25,-0.24424191
56784653,221803770,1972-04-16,40.25,105.25,0.57662606
56851015,222062970,1972-05-16,40.25,105.25,-0.91760004
56917426,222322170,1972-06-16,40.25,105.25,-1.0961609
56983848,222581370,1972-07-16,40.25,105.25,-1.2352741000000005
57050210,222840570,1972-08-16,40.25,105.25,-0.8657845999999999
57116646,223099770,1972-09-16,40.25,105.25,-0.5929501
57183068,223358970,1972-10-16,40.25,105.25,-1.0705937
57249462,223618170,1972-11-16,40.25,105.25,-0.36643952
57315864,223877370,1972-12-16,40.25,105.25,0.019844448
57382104,224136570,1973-01-16,40.25,105.25,2.4733393
57448374,224395770,1973-02-15,40.25,105.25,-0.31788698
57514610,224654970,1973-03-16,40.25,105.25,0.8861483
57580889,224914170,1973-04-16,40.25,105.25,-1.296936
57647309,225173370,1973-05-16,40.25,105.25,-0.91760004
57713702,225432570,1973-06-16,40.25,105.25,-1.5572695
57780087,225691770,1973-07-16,40.25,105.25,0.84002435
57846536,225950970,1973-08-16,40.25,105.25,1.922727
57912954,226210170,1973-09-16,40.25,105.25,1.9577228
57979384,226469370,1973-10-16,40.25,105.25,1.8152674
58045811,226728570,1973-11-16,40.25,105.25,-1.2444683
58112215,226987770,1973-12-16,40.25,105.25,-1.0517459999999998
58178429,227246970,1974-01-16,40.25,105.25,-1.1175531
58244732,227506170,1974-02-15,40.25,105.25,0.32838735
58311024,227765370,1974-03-16,40.25,105.25,0.657934
58377230,228024570,1974-04-16,40.25,105.25,-1.0543568
58443651,228283770,1974-05-16,40.25,105.25,-1.1840227
58510041,228542970,1974-06-16,40.25,105.25,0.9870926
58576365,228802170,1974-07-16,40.25,105.25,2.751105
58642802,229061370,1974-08-16,40.25,105.25,-0.47613207
58709232,229320570,1974-09-16,40.25,105.25,-2.4276254
58775629,229579770,1974-10-16,40.25,105.25,-1.4440754999999998
58842006,229838970,1974-11-16,40.25,105.25,-1.2444683
58908368,230098170,1974-12-16,40.25,105.25,1.0692378
58974625,230357370,1975-01-16,40.25,105.25,-1.1175531
59040793,230616570,1975-02-15,40.25,105.25,-1.3471518
59107078,230875770,1975-03-16,40.25,105.25,-1.4018035
59173412,231134970,1975-04-16,40.25,105.25,0.1988069
59239822,231394170,1975-05-16,40.25,105.25,0.98445493
59306225,231653370,1975-06-16,40.25,105.25,-0.12540935
59372629,231912570,1975-07-16,40.25,105.25,0.5762368
59439072,232171770,1975-08-16,40.25,105.25,-1.4295487
59505509,232430970,1975-09-16,40.25,105.25,-1.5468566
59571933,232690170,1975-10-16,40.25,105.25,0.14652124
59638335,232949370,1975-11-16,40.25,105.25,2.4900994
59704715,233208570,1975-12-16,40.25,105.25,1.0692378
59770971,233467770,1976-01-16,40.25,105.25,-1.3673708
59837270,233726970,1976-02-15,40.25,105.25,-1.3471518
59903559,233986170,1976-03-16,40.25,105.25,-1.2192296
59969906,234245370,1976-04-16,40.25,105.25,1.5799233
60036303,234504570,1976-05-16,40.25,105.25,-1.7824974999999998
60102598,234763770,1976-06-16,40.25,105.25,1.240585
60169018,235022970,1976-07-16,40.25,105.25,0.3570423
60235410,235282170,1976-08-16,40.25,105.25,-0.87253004
60301841,235541370,1976-09-16,40.25,105.25,0.4206733
60367952,235800570,1976-10-16,40.25,105.25,0.0016173463
60434313,236059770,1976-11-16,40.25,105.25,-0.9908852
60500667,236318970,1976-12-16,40.25,105.25,0.019844448
60566953,236578170,1977-01-16,40.25,105.25,-0.487596
60633233,236837370,1977-02-15,40.25,105.25,-0.31788698
60699331,237096570,1977-03-16,40.25,105.25,-1.4953839
60765508,237355770,1977-04-16,40.25,105.25,-0.3117547
60831903,237614970,1977-05-16,40.25,105.25,-0.45867664
60898310,237874170,1977-06-16,40.25,105.25,2.2011013
60964742,238133370,1977-07-16,40.25,105.25,2.0730674
61031194,238392570,1977-08-16,40.25,105.25,1.3829033000000002
61097628,238651770,1977-09-16,40.25,105.25,2.3754256
61163950,238910970,1977-10-16,40.25,105.25,1.3590508
61230376,239170170,1977-11-16,40.25,105.25,1.1604377
61296719,239429370,1977-12-16,40.25,105.25,-1.0517459999999998
61363001,239688570,1978-01-16,40.25,105.25,-0.487596
61429200,239947770,1978-02-15,40.25,105.25,1.0019507
61495312,240206970,1978-03-16,40.25,105.25,-0.3172282
61561660,240466170,1978-04-16,40.25,105.25,-0.7915422
61627984,240725370,1978-05-16,40.25,105.25,-1.9037153
61694375,240984570,1978-06-16,40.25,105.25,0.69825566
61760724,241243770,1978-07-16,40.25,105.25,1.0277607
61827081,241502970,1978-08-16,40.25,105.25,0.29849234
61893457,241762170,1978-09-16,40.25,105.25,-0.20796612
61959851,242021370,1978-10-16,40.25,105.25,-0.4397697
62026092,242280570,1978-11-16,40.25,105.25,-1.1141852
62092361,242539770,1978-12-16,40.25,105.25,-1.9288218
62158524,242798970,1979-01-16,40.25,105.25,-1.3673708
62224779,243058170,1979-02-15,40.25,105.25,-2.0501807
62291043,243317370,1979-03-16,40.25,105.25,-0.3918065
62357348,243576570,1979-04-16,40.25,105.25,0.70496637
62423769,243835770,1979-05-16,40.25,105.25,-0.52040124
62490164,244094970,1979-06-16,40.25,105.25,1.6689028
62556560,244354170,1979-07-16,40.25,105.25,2.962678
62622932,244613370,1979-08-16,40.25,105.25,1.6913968
62689367,244872570,1979-09-16,40.25,105.25,-1.6147008
